# %ECSV 1.0
# ---
# datatype:
# - {name: _idx, datatype: int64}
# - {name: c_ID, datatype: int64}
# - {name: _name, datatype: int64}
# - {name: area_ellipse, unit: deg2, datatype: float64}
# - {name: area_exact, unit: deg2, datatype: float64}
# - {name: flux, unit: Jy, datatype: float64}
# - {name: peak, unit: Jy / beam, datatype: float64}
# - {name: ring_std, unit: Jy / beam, datatype: float64}
# - {name: x_peak_px, datatype: int64}
# - {name: y_peak_px, datatype: int64}
# - {name: x_peak, datatype: float64}
# - {name: y_peak, datatype: float64}
# - {name: npix, datatype: int64}
# - {name: major_fwhm, unit: deg, datatype: float64}
# - {name: minor_fwhm, unit: deg, datatype: float64}
# - {name: major_sigma, unit: deg, datatype: float64}
# - {name: minor_sigma, unit: deg, datatype: float64}
# - {name: position_angle, unit: deg, datatype: float64}
# - {name: radius, datatype: float64}
# - {name: x_cen, datatype: float64}
# - {name: y_cen, datatype: float64}
# - {name: x_cen_px, datatype: float64}
# - {name: y_cen_px, datatype: float64}
# - {name: radial_d_px, datatype: float64}
# - {name: radial_d_AU, unit: AU, datatype: float64}
# - {name: rejected, datatype: float64}
# - {name: 100.0GHz_snr, datatype: float64}
# - {name: core_score, datatype: int64}
# - {name: detection_score, datatype: int64}
# - {name: G2018, datatype: string}
# - {name: notes, datatype: string}
# - {name: Schmiedeke16, datatype: string}
# schema: astropy-2.0
_idx c_ID _name area_ellipse area_exact flux peak ring_std x_peak_px y_peak_px x_peak y_peak npix major_fwhm minor_fwhm major_sigma minor_sigma position_angle radius x_cen y_cen x_cen_px y_cen_px radial_d_px radial_d_AU rejected 100.0GHz_snr core_score detection_score G2018 notes Schmiedeke16
941 0 1 9.113530739610145e-10 3.2250000000000003e-09 0.015264973732168265 0.005653016269207001 5.0662546532502025e-05 3117 2982 266.8338039975548 -28.38511333936128 129 4.1502301268614775e-05 2.795966711985743e-05 1.762440461477782e-05 1.1873377406845523e-05 105.63457894981724 1.4465863526323167e-05 266.8338108589449 -28.38511168227036 3115.7927087407616 2982.3314207102258 99.79105897173206 15268.032022654985 0.0 28.91264005 0 2 225_f10.33b HII? ""
951 0 2 1.0264472348167841e-09 1.0075000000000001e-08 0.1595143384253843 0.08008609712123871 5.0662546532502025e-05 3069 3004 266.83407679545195 -28.38500333959893 403 3.771986813279909e-05 3.46484631233892e-05 1.6018153154587802e-05 1.4713847538584978e-05 -141.28073667494058 1.53521550072395e-05 266.8340751794522 -28.384996254144223 3069.2843424188454 3005.417090979457 66.63826655710653 10195.654783262353 0.0 301.0792404 0 2 178_f10.37 HII F10.37
956 0 3 7.703065025717809e-10 2.0750000000000004e-09 0.0060525787305992385 0.00238540256395936 5.0662546532502025e-05 3105 2994 266.8338721971396 -28.38505333947161 83 5.319656543864369e-05 1.8437306813217034e-05 2.2590501363744136e-05 7.829603307532025e-06 136.4483858217243 1.3299423453532782e-05 266.833878957661 -28.38504390588987 3103.8104585142537 2995.8867181680093 82.49325391886961 12621.467849791314 0.0 7.08245765 0 2 "" "" ""
976 0 4 1.00978224826943e-09 3.2000000000000005e-09 0.0017340863365012172 0.0005110484780743718 5.0662546532502025e-05 3120 3014 266.83378694809676 -28.384953339328376 128 4.4717174560375485e-05 2.8752187309033435e-05 1.8989635600705857e-05 1.2209929743763306e-05 164.14553470869066 1.5227019292832233e-05 266.8337884105155 -28.384954895311775 3119.7426798604693 3013.688803901498 75.3628494067018 11530.515959185921 0.0 3.567233674 0 0 "" "" ""
980 0 5 2.0161034980787117e-09 7.475e-09 0.01120607321311016 0.002279166132211685 5.0662546532502025e-05 3087 3020 266.8339744964043 -28.384923339573476 299 5.76282814226749e-05 4.454455936012462e-05 2.4472477862705425e-05 1.8916332674388786e-05 69.437231953366 2.1515797280546006e-05 266.83395692244784 -28.384912521599762 3090.0922227810534 3022.1635923312465 53.01882735864175 8111.880586337012 0.0 16.90036826 0 0 "" filament ""
992 0 6 4.250840667671987e-10 2.3000000000000003e-09 0.008732593311667723 0.00767515879124403 5.0662546532502025e-05 3145 3039 266.83364486655296 -28.384828338971772 92 2.619168262262213e-05 2.0664692142725018e-05 1.1122583518808926e-05 8.775486766528447e-06 138.300605966283 9.879579165071512e-06 266.83364508127164 -28.38482823156954 3144.9622192662755 3039.0214805783853 80.06914626435004 12250.579378359278 0.0 43.06132799 0 2 233_f10.27b HII F10.27
1010 0 7 4.6256085792664425e-10 1.5000000000000002e-09 0.05181423302190518 0.030489187687635422 5.0662546532502025e-05 3086 3055 266.83398017981534 -28.384748339576884 60 3.065390715408036e-05 1.9213237647847484e-05 1.301751580498266e-05 8.159110794215685e-06 175.73616890772465 1.030588927353226e-05 266.8339686623299 -28.384745833885958 3088.0265598820783 3055.5011367492953 23.001371920372456 3519.209903759988 0.0 23.10681914 0 2 "" HII? ""
1017 0 8 5.3687076781288415e-11 1.7500000000000002e-10 0.020104845042894164 0.07252375781536102 5.0662546532502025e-05 3069 3059 266.8340767954077 -28.384728339598936 7 1.2198523648841678e-05 5.603766072817842e-06 5.180236033145095e-06 2.379700344679286e-06 171.61563369233028 3.5110410811603215e-06 266.8340752198644 -28.38472620957402 3069.277224770719 3059.4260050209646 12.865413117424364 1968.4082072570657 0.0 2.043497638 0 0 "" "" ""
1018 0 9 1.6356380698317904e-09 4.350000000000001e-09 0.7272799172129639 0.15010645985603333 5.0662546532502025e-05 3081 3076 266.83400859621764 -28.384643339590436 174 6.233396803173711e-05 3.341026718661579e-05 2.6470798973905396e-05 1.4188034137520126e-05 87.07108495915715 1.9379592345795164e-05 266.8340136388924 -28.384664881110396 3080.112713496753 3071.691696366702 8.118569542148402 1242.1411392721348 0.0 4.220884891 0 1 174_f3 HII? ""
1021 0 10 2.0952951664084164e-11 7.500000000000001e-11 0.007223233761515099 0.059965528547763824 5.0662546532502025e-05 3067 3065 266.8340881619382 -28.38469833959704 3 6.807179539782232e-06 3.919182779613525e-06 2.890742990805807e-06 1.6643236870195808e-06 134.8531249785493 2.193429286000333e-06 266.8340862720693 -28.384701659655555 3067.332532240531 3064.335988376835 8.97342350754132 1372.9337975287795 0.0 0.0 0 1 "" "" ""
1022 0 11 2.986325419342282e-10 9.000000000000002e-10 0.0009068583373688185 0.0007968303980305791 5.0662546532502025e-05 3105 3068 266.8338721977941 -28.384683339471604 36 2.6181060756613318e-05 1.4523370105612227e-05 1.1118072827628415e-05 6.167507422173887e-06 158.66712523861807 8.280748558232405e-06 266.83388208731395 -28.384681370199687 3103.2598887490326 3068.393857021783 31.46720374900254 4814.482174188767 0.0 1.548257787 0 0 "" "" ""
1024 0 12 8.74679187006277e-10 3.0500000000000004e-09 0.03213974664893809 0.011952503584325314 5.0662546532502025e-05 3042 3075 266.83423024354903 -28.38464833949389 122 3.8449235664673733e-05 2.896533756327005e-05 1.63278870272095e-05 1.2300446322593351e-05 79.37179261324094 1.4171813502144275e-05 266.8342247701002 -28.384654170027193 3042.9630833590822 3073.8338946823787 29.0947709686408 4451.499958981556 0.0 9.303965906 0 2 "" HII? ""
1027 0 13 5.627599585116937e-10 2.1500000000000002e-09 0.001818737179681621 0.001080776797607541 5.0662546532502025e-05 2989 3074 266.8345314566147 -28.384653338787867 86 4.206633266887703e-05 1.7033584501690078e-05 1.7863926696922674e-05 7.233497327166758e-06 156.38266076101087 1.136743885028167e-05 266.83453251165616 -28.384650640044605 2988.8143578581185 3074.539747923259 83.22440374115561 12733.333773529299 0.0 5.843592425 0 0 "" filament ""
1028 0 14 4.872766737469816e-10 1.3750000000000003e-09 0.14943651264233837 0.07271172851324081 5.0662546532502025e-05 3067 3079 266.83408816191945 -28.384628339597043 55 3.371035615533742e-05 1.8404744523299364e-05 1.4315470189100742e-05 7.815775376184837e-06 108.84795287342519 1.0577641485817226e-05 266.8340823628117 -28.384638090997132 3068.0203836950827 3077.049720197343 6.429387218531617 983.6962447373858 0.0 2.349210449 0 1 "" filament ""
1034 0 15 2.023969946299777e-10 6.250000000000001e-10 0.0015068140222577802 0.0020031111780554056 5.0662546532502025e-05 3024 3083 266.8343325422156 -28.384608339328377 25 2.060774921270833e-05 1.250521063472572e-05 8.751305330610723e-06 5.310474004633065e-06 170.23882924574002 6.817153325605566e-06 266.8343274606358 -28.384608613452066 3024.8941308270905 3082.945177271079 48.36072596674505 7399.191073234587 0.0 4.045342966 0 1 "" HII? ""
1035 0 16 1.2495779929848205e-10 4.0000000000000007e-10 0.03583501056105902 0.06733714789152145 5.0662546532502025e-05 3085 3084 266.83398586318674 -28.384603339580075 16 1.3755218864605318e-05 1.1566803970047436e-05 5.841303624721155e-06 4.9119693857096475e-06 177.3527770943203 5.356519819553094e-06 266.8339858139149 -28.384605861740678 3085.0086693224985 3083.495567870652 17.360114003395193 2656.097442603511 0.0 5.538201076 1 2 "" HII? ""
1039 0 17 2.865103019860136e-09 1.53e-08 0.3384528726813307 0.07112839818000793 5.0662546532502025e-05 3045 3092 266.8342131936311 -28.38456333951405 612 6.352946523467199e-05 5.742256065502322e-05 2.6978479892223366e-05 2.4385116296336145e-05 177.9294135914815 2.564904227588689e-05 266.8342192665243 -28.384546921427603 3043.9314376886423 3095.2836159034346 36.468766907660054 5579.721337272983 0.0 63.41606056 0 2 234_f4 multiple? ""
1051 0 18 3.8067483123775703e-10 1.6000000000000003e-09 0.06648798184235005 0.060433074831962585 5.0662546532502025e-05 3124 3094 266.83376421608637 -28.384553339281226 64 2.631322345506168e-05 1.8420339167023124e-05 1.1174197158116957e-05 7.822397811625994e-06 135.0927873552581 9.349278870390565e-06 266.83376338015785 -28.38455414263655 3124.147085698491 3093.8393285754373 56.535606651664104 8649.947817783252 0.0 84.36930172 1 2 "" HII? ""
1052 0 19 1.9610906949834334e-10 6.000000000000001e-10 0.01433731474488189 0.01748114451766014 5.0662546532502025e-05 3111 3093 266.8338380984543 -28.38455833942068 24 1.5867147015684283e-05 1.57367971149339e-05 6.738156934397822e-06 6.682802428211483e-06 99.6146222919854 6.710422603894914e-06 266.8338353462774 -28.384555926653995 3111.484261133248 3093.482552437321 44.950049348813295 6877.357551157476 0.0 3.839266844 1 2 "" HII? ""
1055 0 20 4.0315337288949007e-10 1.3000000000000003e-09 0.0009045089115191449 0.0006340481922961771 5.0662546532502025e-05 3006 3100 266.83443484064577 -28.384523339086474 52 2.995673023813745e-05 1.7135366641839113e-05 1.2721452028298719e-05 7.276720222421031e-06 130.94260692410475 9.621353711036734e-06 266.83443523782853 -28.384526634429367 3005.9301155993644 3099.3409312038825 71.50353937959147 10940.041526001236 0.0 2.755518507 0 1 "" extended ""
1060 0 21 1.2280696081875648e-09 4.475e-09 0.4834839788561097 0.18609170615673065 5.0662546532502025e-05 3099 3112 266.8339062977135 -28.384463339514046 179 6.280241462292814e-05 2.4897982327726553e-05 2.6669729924989973e-05 1.0573199587062e-05 145.82046287453124 1.6792390462050335e-05 266.83389588279334 -28.384471315988407 3100.832560346878 3110.404702716282 48.023303997979454 7347.56551193455 0.0 38.04623285 1 2 176_f1 HII? ""
1063 0 22 5.26193211800548e-10 1.7250000000000004e-09 0.12001422013650176 0.06678076833486557 5.0662546532502025e-05 3115 3111 266.83381536562115 -28.384468339382014 69 2.9717912208087472e-05 2.2544699873805828e-05 1.2620035348687076e-05 9.573852541886921e-06 139.0007173318944 1.0991922375168528e-05 266.83381975780947 -28.384467921572483 3114.227170501249 3111.0835634638133 57.5383251543828 8803.363748244084 0.0 6.684125768 1 2 176_f1 HII? ""
1066 0 23 1.8657931269508714e-10 5.750000000000001e-10 0.00037722451889550947 0.000568175979424268 5.0662546532502025e-05 3051 3111 266.8341790939617 -28.384468339548 23 2.6715045864614282e-05 8.892524639282522e-06 1.13448354242556e-05 3.7763075178704994e-06 164.4341018633652 6.545348524075703e-06 266.83417944778574 -28.38446969547572 3050.937742988401 3110.7288143970763 44.08559555031362 6745.096119486174 0.0 0.803068518 0 0 "" extended ""
1068 0 24 1.477474544098891e-10 5.25e-10 0.00033971866761960595 0.0006280211382545531 5.0662546532502025e-05 3144 3116 266.8336505513133 -28.384443338988866 21 1.6021001390290167e-05 1.1742156416698437e-05 6.80349287160905e-06 4.986434713546916e-06 133.7577339844016 5.8245320008014684e-06 266.8336515903766 -28.38444418138364 3143.8171704940287 3115.831521664258 84.13624824754618 12872.845981455222 0.0 3.942739837 1 2 "" "" ""
1074 0 25 1.0429474034765032e-09 4.6750000000000005e-09 0.21754185457713335 0.07505826652050018 5.0662546532502025e-05 3119 3130 266.83379263283916 -28.38437333933958 187 4.058770209982395e-05 3.271790262122152e-05 1.7236010108488142e-05 1.3894013977951979e-05 144.6616505995682 1.547505623160885e-05 266.8337846246748 -28.38437726573383 3120.4090799868122 3129.2147179785507 74.94640070433451 11466.799308092675 0.0 46.61117069 0 2 236_f10.303 HII F10.303
1077 0 26 4.876567296820216e-10 1.4250000000000001e-09 0.002229887908355055 0.0013706916943192482 5.0662546532502025e-05 3048 3129 266.8341961436119 -28.38437833953209 57 3.092740524261334e-05 2.0076511380171697e-05 1.3133659749446741e-05 8.525709394455165e-06 121.33535764768429 1.0581765746293752e-05 266.83419193518233 -28.384377448487964 3048.7404967408092 3129.178209651142 61.7280499511709 9444.39164269326 0.0 3.559140873 1 1 "" HII_new? ""
1078 0 27 1.9704680476910444e-10 5.25e-10 0.018948445537345437 0.02453511953353882 5.0662546532502025e-05 3082 3127 266.83400291308965 -28.384388339588202 21 1.968716630717694e-05 1.2743939448690098e-05 8.360369765290575e-06 5.41185279766149e-06 -147.39058194290186 6.726447093657419e-06 266.8340049792884 -28.3843857512064 3081.6364409341318 3127.517676527694 56.34778967191792 8621.211820007187 0.0 7.87816892 0 2 235_f2 HII? ""
1085 0 28 1.7794223868828633e-10 5.25e-10 0.019271581640708524 0.02486666478216648 5.0662546532502025e-05 3080 3134 266.8340142796067 -28.384353339592433 21 1.803811745855284e-05 1.2560454421647313e-05 7.660083196852422e-06 5.3339338809145524e-06 164.5514403964221 6.3920557956196995e-06 266.83401032484846 -28.384353032063157 3080.6958622226307 3134.061505582512 62.66776280483559 9588.16770926069 0.0 6.231806633 0 2 235_f2 HII? ""
1087 0 29 6.216481264676191e-10 4.0250000000000005e-09 0.019625201993453006 0.012492576614022255 5.0662546532502025e-05 3022 3150 266.83434390784345 -28.384273339305274 161 3.152728115511355e-05 2.5105890005589363e-05 1.3388403594423789e-05 1.0661489848690072e-05 136.22019750449346 1.1947398420246765e-05 266.8343432021232 -28.384272514176004 3022.12417519905 3150.1650261508457 92.72199961571927 14186.465941152084 0.0 64.38238853 0 2 237_G10.44 HII G10.44
19240 1 30 3.963516961767445e-10 1.3250000000000003e-09 0.0008444340524829823 0.0006547867669723928 5.0662546532502025e-05 3112 2927 266.83383241341465 -28.38538833941138 53 2.7987537180776777e-05 1.8031570322242992e-05 1.18852127320026e-05 7.657302884053717e-06 128.87771722473974 9.539846630337171e-06 266.83383622166656 -28.38538343922633 3111.3299247864397 2927.980038265059 149.29364474699122 22841.92764692313 0.0 9.272942762 1 1 "" "" ""
